chr1	149933812	149934496	chr1	150159201	150159792	4
chr10	71981221	71981677	chr10	72107585	72108387	6
chr9	34436891	34437781	chr9	34546453	34548662	17
chr5	16679931	16680400	chr5	17189525	17190799	5
chr4	38320398	38321664	chr4	38676735	38677944	7
chr10	131684313	131684367	chr10	131925774	131925839	3
chr1	222966131	222966353	chr1	223263116	223263660	3
chr4	101740347	101740383	chr4	176169083	176169157	3
chr4	75094363	75094971	chr4	75175399	75175705	5
chr14	70070343	70070667	chr14	70193333	70194445	8
chr1	31895667	31895965	chr1	32013846	32014925	6
chr3	80816822	80817058	chr3	81291968	81292348	3
chr19	48293769	48294226	chr19	48316983	48317299	3
chr14	68406656	68406762	chr16	72549131	72549253	3
chr17	53426181	53426430	chr17	53591273	53592139	5
chr1	67778390	67778445	chr10	81814812	81814852	3
chr11	2057550	2059562	chr11	2171280	2173959	23
chr12	39300152	39301304	chr12	39497199	39497896	6
chr10	124292122	124292162	chr17	49121566	49121625	3
chr2	25124922	25125014	chr8	120157277	120157428	3
chr1	249167084	249168551	chr1	249200254	249201201	12
chr9	75191761	75191895	chr9	75437429	75437520	3
chr7	6036920	6037229	chr7	6144319	6144666	3
chr1	36615086	36616706	chr1	36750661	36751732	11
chr3	14561954	14561993	chr6	30811966	30812063	3
chr2	218031133	218031507	chr2	218375305	218375747	3
chr19	46585406	46585745	chr19	46766339	46766538	3
chr4	79975356	79975415	chr5	142784322	142784389	3
chr20	49237184	49237260	chr20	49412904	49412944	3
chr1	206652778	206653326	chr1	206836752	206837981	10
chr18	56975517	56978124	chr18	57069148	57070760	37
chr11	46511026	46512252	chr11	46550923	46551182	6
chr10	17560080	17560120	chr7	147473035	147473119	3
chr18	55852756	55852907	chr5	1045552	1045669	3
chr1	42050816	42050874	chr17	58219681	58219748	3
chr1	104623510	104623581	chr9	1077532	1077571	3
chr2	201983243	201983895	chr2	202016205	202016544	4
chr11	128354127	128354604	chr11	128392076	128392268	3
chr2	11374260	11374678	chr2	11618543	11619435	3
chr10	2241992	2242147	chr4	37684198	37684293	3
chr1	150533952	150533988	chr8	107675452	107675509	3
chr15	71184858	71185944	chr15	71732937	71733155	4
chr18	3719877	3720446	chr18	3772623	3772835	3
chr3	42160049	42161287	chr3	42232352	42233378	23
chr1	57297635	57298017	chr1	59012049	59012748	3
chr1	163041138	163042219	chr1	163284321	163286269	17
chr12	122906623	122907063	chr12	122956148	122956639	3
chr1	73421789	73421824	chr4	34295360	34295409	3
chr1	84370772	84371732	chr1	85238174	85238506	3
chr1	113680067	113680757	chr1	114220664	114221044	3
chr3	182839753	182840555	chr3	183101855	183102358	3
chr10	76728195	76728237	chr7	26611527	26611612	3
chr12	1715071	1715459	chr12	1900475	1900644	3
chr21	38566963	38567113	chr3	151037276	151037341	3
chr6	112823962	112824683	chr6	114230432	114230996	4
chr7	1555187	1555338	chr9	13066667	13066790	3
chr9	136773262	136773337	chr9	136790737	136790795	3
chr17	20025060	20025782	chr17	20224233	20224549	4
chr17	10230794	10231171	chr17	10519755	10520251	7
chr2	25829792	25830048	chr2	25925885	25926510	3
chr5	52210911	52211543	chr5	52391767	52392522	6
chr11	111465596	111465751	chr11	111496783	111496816	3
chr2	72016892	72017137	chr2	72972788	72973062	3
chr16	85004223	85004662	chr16	85120237	85120773	4
chr1	151881807	151881926	chr10	129422488	129422575	3
chr1	9844521	9844851	chr1	9925649	9926612	5
chr5	121302917	121303453	chr5	121492543	121492892	3
chr1	100931707	100931957	chr1	101331623	101332176	3
chr1	44930318	44930375	chr1	47065675	47065729	3
chr9	20552842	20553625	chr9	20617993	20618574	4
chr8	22022010	22023028	chr8	22046101	22046810	8
chr2	72806635	72808011	chr2	72972547	72973384	7
chr8	94294357	94295076	chr8	94372498	94372811	3
chr12	93381344	93381412	chr6	9999463	9999502	3
chr19	30101621	30102193	chr19	30207528	30207678	3
chr1	37920545	37920719	chr1	38120659	38121226	3
chr7	36171737	36171890	chr7	36331093	36331368	3
chr2	62708767	62708854	chr9	102245213	102245306	3
chr7	128248960	128249704	chr7	128520318	128520494	3
chr12	6726761	6727033	chr12	6776758	6777198	4
chr17	73901133	73901881	chr17	73923279	73923752	5
chr16	84655724	84656705	chr16	84705942	84706297	4
chr4	127812470	127812531	chr9	13000109	13000140	3
chr3	128689109	128689472	chr3	129035240	129035692	5
chr12	58176075	58176862	chr12	58298932	58299533	7
chr2	226535196	226535406	chr2	227850174	227850289	3
chr1	37167549	37167602	chr1	37326649	37326699	3
chr7	123741170	123741732	chr7	124425267	124425461	3
chr1	36404892	36404941	chr18	37243899	37243968	3
chr22	25334839	25335554	chr22	25444605	25445115	6
chr14	23538175	23539116	chr14	23562994	23565974	12
chr1	35251349	35252579	chr1	35317805	35318788	16
chr15	93340284	93340534	chr15	93497688	93498621	3
chr11	77939013	77939761	chr11	78125330	78125542	4
chr14	94406077	94406288	chr14	94598123	94598839	3
chr1	173182902	173182974	chr6	30806089	30806120	3
chr7	116231462	116232981	chr7	116311541	116312562	8
chr19	34267749	34272174	chr19	34485802	34491367	153
chr20	33422135	33423148	chr20	33548570	33549599	7
chr5	20586077	20586113	chr6	6585029	6585123	3
chr17	37362196	37362742	chr17	37395133	37395665	4
chr11	12009569	12009744	chr11	12051869	12052005	3
chr12	118842703	118843161	chr12	120218449	120218949	3
chr12	49246051	49248013	chr12	49329572	49330699	23
chr9	35511053	35511358	chr9	35519059	35519699	3
chr5	173042312	173043142	chr5	173400292	173401096	4
chr1	212236015	212236509	chr1	212629124	212629658	5
chr5	52416918	52416998	chr5	53073547	53073593	3
chr1	94979489	94980271	chr1	95271182	95272012	10
chr14	22446357	22446705	chr14	22567858	22568973	4
chr1	154989709	154990372	chr1	155036074	155036793	4
chr1	201139746	201140493	chr1	201153876	201154211	3
chr5	15164488	15164532	chr5	94904182	94904236	3
chr1	196071680	196071832	chr10	79235140	79235176	3
chr15	61210242	61210393	chr15	61224725	61225114	3
chr14	24802284	24803329	chr14	24834619	24835995	9
chr19	45988747	45989527	chr19	46146377	46146663	5
chr6	82715679	82716140	chr6	82749839	82750539	3
chr19	10514268	10515473	chr19	10534706	10535475	7
chr22	45497785	45498029	chr22	45831550	45831764	3
chr17	47368342	47368427	chr5	21022033	21022111	3
chr14	103542052	103542313	chr14	103571366	103571454	3
chr10	90694475	90695721	chr10	90788973	90790013	12
chr19	47526044	47526259	chr19	47535691	47536307	3
chr3	179139375	179139853	chr3	179276557	179277194	5
chr10	73656271	73656668	chr10	73787777	73788350	4
chr1	206663489	206663662	chr1	206807702	206807965	3
chr15	58158295	58158342	chr16	83156313	83156392	3
chr11	9037243	9037959	chr11	9114783	9115002	3
chr12	53492611	53493351	chr12	53552713	53553336	4
chr2	98280649	98281115	chr2	99001541	99002252	3
chrX	122967083	122967409	chrX	123018765	123019077	4
chr1	15248103	15248155	chr16	17473626	17473780	3
chr7	131198347	131198749	chr7	131231522	131231847	5
chr6	32982500	32982952	chr6	33050405	33052124	13
chr16	19399950	19400937	chr16	19421722	19422517	10
chr1	50911451	50911493	chr12	38842850	38842887	4
chr4	38181168	38181722	chr4	38677033	38677564	4
chr10	97134314	97134967	chr10	97190188	97190383	4
chr7	43878636	43878791	chr7	43982519	43982833	4
chr13	48669191	48669525	chr13	49342937	49343479	3
chr12	54161482	54162184	chr12	54344308	54344671	8
chr5	154989137	154989184	chr6	30142651	30142712	3
chr2	75691758	75692535	chr2	75904276	75904671	3
chr3	39458242	39458711	chr3	39540144	39540724	3
chr17	78664731	78664840	chr6	136991020	136991175	3
chr1	239894424	239894491	chr3	122704029	122704071	3
chr2	173037717	173038176	chr2	173329003	173329520	4
chr11	22249710	22249741	chr5	35466748	35466804	3
chr2	109830839	109830930	chr7	17545211	17545244	3
chr15	41896242	41896441	chr15	42196884	42197141	3
chr9	79062332	79062988	chr9	79319133	79319814	6
chr10	934330	934394	chr12	64322925	64322983	3
chr11	115946302	115946338	chr2	172422482	172422541	3
chr12	29230247	29230780	chr12	29470721	29471038	4
chr17	38771554	38772816	chr17	38947511	38948539	17
chr6	157735724	157736131	chr6	158018289	158019171	11
chr3	50230109	50230369	chr3	50259386	50259512	4
chr5	112947631	112948320	chr5	114405058	114405906	6
chr7	36060590	36062242	chr7	36330332	36332299	12
chr11	88389682	88389752	chr16	69567235	69567297	3
chr17	48277682	48278103	chr17	48578357	48578705	3
chr1	156024462	156024528	chr1	156033368	156033436	3
chr5	14036818	14036860	chr5	14648867	14648946	3
chr8	9815295	9815531	chr8	10190323	10190662	3
chr2	64977404	64978311	chr2	65058378	65059192	5
chr2	47116000	47116194	chr2	47168158	47168642	3
chr1	17450582	17451077	chr1	17662773	17662957	3
chr6	37016666	37016883	chr6	37098691	37099107	3
chr1	165362202	165362388	chr1	165371213	165371944	4
chr7	116231425	116232070	chr7	116442725	116443105	3
chr15	69019373	69019421	chr19	7968718	7968784	3
chr13	69702309	69702520	chr19	13068376	13068481	3
chr17	79075330	79075773	chr17	79174711	79175351	3
chr5	32613012	32613661	chr5	32916750	32917197	8
chr5	151912193	151912521	chr5	153344046	153345181	14
chr11	65625673	65625892	chr11	65656130	65656672	3
chr5	65469652	65469803	chrX	105639121	105639187	4
chr6	53036695	53036844	chr6	53057458	53058107	3
chr10	75608896	75609068	chr10	75913261	75913515	3
chr18	47036086	47037455	chr18	47384936	47385742	12
chr15	76013270	76013832	chr15	76093744	76094924	5
chr20	34582922	34583606	chr20	34787236	34787917	5
chr11	60598373	60599141	chr11	60654890	60655667	12
chr20	44761329	44761743	chr20	44882067	44882726	6
chr6	722077	722503	chr6	1436579	1437511	6
chr6	56573927	56574281	chr6	56622564	56623209	6
chr8	27449819	27450070	chr8	27621505	27621986	3
chr8	67424275	67424708	chr8	67523915	67524736	3
chr1	203830144	203831659	chr1	204096000	204097335	29
chr2	64283137	64283422	chr8	31036085	31036136	3
chr2	24364713	24364761	chr9	132273467	132273653	3
chr15	62703594	62703668	chr7	44870676	44870783	3
chr1	93324271	93324995	chr1	93457399	93458004	8
chr9	125865010	125865379	chr9	125987368	125988379	6
chr1	219377827	219379163	chr1	219986028	219986237	10
chr5	140314722	140315037	chr5	140419344	140419462	3
chr3	146672140	146672291	chr7	6719983	6720020	3
chr11	81354662	81355825	chr11	82412970	82413758	7
chr13	61421697	61421748	chr17	46047852	46047897	3
chr14	24196892	24197052	chr14	24401606	24402652	4
chr10	8967603	8967697	chr5	30377029	30377157	3
chr3	123371516	123371823	chr3	123965918	123966039	3
chr1	98470954	98471023	chr1	98518661	98518814	3
chr12	49907328	49909396	chr12	49946628	49947861	12
chr15	74667699	74668316	chr15	74727501	74728199	3
chr2	85864688	85865249	chr2	85931739	85932587	4
chr1	249135378	249136184	chr1	249200367	249200917	3
chr9	134466398	134466906	chr9	134608075	134608402	3
chr1	161100455	161100694	chr1	161109643	161109950	3
chr2	162802831	162803284	chr2	162980490	162980656	4
chr12	40462473	40462525	chr6	151795997	151796131	3
chr10	90324815	90325228	chr10	90595192	90595648	6
chr1	154642244	154643012	chr1	154916053	154916578	9
chr17	56664902	56665402	chr17	57082032	57082517	5
chr6	30098183	30099283	chr6	30137452	30138326	10
chr5	172139948	172141142	chr5	172357918	172359902	14
chr17	25574718	25575185	chr17	25659353	25660408	5
chr1	154453817	154454211	chr1	154515270	154516367	3
chr2	43354495	43355168	chr2	43456135	43456852	4
chr14	79509949	79509984	chr7	362405	362482	3
chr3	455315	455956	chr3	674102	674532	3
chr16	18802907	18802948	chr5	129385333	129385390	3
chr12	27168808	27169469	chr12	27276730	27277025	5
chrX	31232199	31232916	chrX	31311465	31311579	3
chr10	125655701	125655775	chr3	190444215	190444264	3
chr10	106064473	106066973	chr10	106109040	106110768	24
chr1	231892805	231892983	chr1	232763589	232763687	3
chr14	102701590	102702223	chr14	102789505	102789752	3
chr4	106441846	106442511	chr4	106636931	106637141	4
chr1	200018818	200018871	chr4	142589376	142589454	3
chr5	119469760	119469915	chr6	96246483	96246591	3
chr4	140524284	140525157	chr4	140572248	140573349	8
chr17	80646769	80646852	chr6	133299922	133299953	3
chr2	46914724	46915333	chr2	47104061	47104422	3
chr7	19787472	19787765	chr7	20635492	20637310	6
chr5	118806837	118807615	chr5	121285715	121285859	3
chr11	128027311	128027357	chr8	100246505	100246586	3
chr1	94093673	94094252	chr1	94279682	94279917	3
chr18	36233881	36234004	chr18	67425732	67425787	3
chr5	55231964	55232498	chr5	55563125	55564046	4
chr19	34442271	34442422	chr5	23812831	23812954	3
chr15	66895801	66896864	chr15	67145603	67146074	6
chr3	11695942	11696430	chr3	11876598	11876987	3
chr15	44794287	44794351	chr3	150040416	150040586	3
chr1	21581662	21582934	chr1	21596039	21597227	13
chr1	9202202	9202599	chr1	9256474	9256878	6
chr10	27179885	27180483	chr10	27649271	27649929	6
chr5	170170791	170171754	chr5	170201841	170202437	7
chr16	68738200	68738781	chr16	68771664	68772468	4
chr20	43935266	43935500	chr20	44399973	44400037	3
chr12	98884853	98885816	chr12	98909997	98910797	8
chr5	156263136	156263474	chr5	156559049	156559334	3
chr3	149229968	149230307	chr3	149483392	149483575	3
chr17	40474883	40475124	chr17	40539675	40539857	3
chr9	131644176	131644843	chr9	131689524	131691130	6
chr1	212185603	212186396	chr1	212629370	212629521	3
chr11	70313508	70314903	chr11	70601013	70602291	20
chr10	121445794	121446267	chr10	121618807	121618997	3
chr9	131124238	131124814	chr9	131174593	131175195	8
chr12	47406626	47406678	chr15	72831747	72831821	3
chr1	36348608	36349111	chr1	36554170	36554579	4
chr12	122966032	122966179	chr7	20463745	20463796	3
chr11	111802176	111802748	chr11	111852792	111852962	5
chr1	20901805	20902667	chr1	21023002	21023707	5
chr4	86678235	86678370	chr4	86718139	86718649	3
chr5	148200261	148200587	chr5	148377728	148377891	3
chr7	16966219	16966654	chr7	17686132	17686466	3
chr5	10701809	10702219	chr5	10863931	10865108	4
chr14	73672484	73672517	chr19	42937657	42937740	3
chr12	85549686	85550162	chr12	85848281	85849185	3
chr6	56179292	56180070	chr6	56223670	56224858	10
chr22	37153259	37153969	chr22	37252552	37253059	4
chr15	76482947	76483535	chr15	76577531	76577932	9
chr3	121934051	121934113	chr7	23039421	23039477	3
chr8	115724686	115725096	chr8	115801455	115801595	3
chr1	24592825	24593312	chr1	24716344	24716961	3
chr11	18136956	18137409	chr11	18192718	18193361	3
chr14	23126373	23127514	chr14	23322006	23322954	12
chr5	110867200	110867666	chr5	111482602	111483248	14
chr5	101977997	101978038	chr7	92427146	92427191	3
chr22	41949550	41950080	chr22	41972690	41973142	7
chr1	52046321	52046359	chr18	46568088	46568123	3
chr7	22740743	22740889	chr7	22753232	22753275	3
chr17	41652981	41653351	chr17	41751207	41751479	4
chr5	137688068	137688801	chr5	137783870	137784622	3
chr10	74123693	74124872	chr10	74635116	74635471	3
chr11	34009318	34009874	chr11	34380923	34381336	4
chr17	46956492	46957361	chr17	47109232	47109794	4
chrX	46618836	46619405	chrX	46837980	46838343	3
chr2	241171902	241173781	chr2	241377456	241378308	23
chr9	114738065	114738288	chr9	114837216	114837687	3
chr20	21216088	21217144	chr20	21485541	21486443	17
chr9	104221394	104221580	chr9	104295606	104296724	4
chr14	101317336	101317839	chr14	101367163	101367622	4
chr12	91749725	91749773	chrX	44665863	44665936	3
chr11	22897506	22897906	chr11	24407793	24408347	3
chr1	211787179	211787486	chr1	211828471	211828885	3
chr10	64976938	64977672	chr10	65479070	65480187	8
chr3	42288400	42289885	chr3	42485141	42485885	15
chr1	215775792	215775841	chr2	224875009	224875045	3
chr6	41651394	41652074	chr6	41743710	41743953	3
chr2	44706314	44706804	chr2	44771117	44771664	3
chr7	22757784	22758229	chr7	22765914	22766441	4
chr6	136964978	136965546	chr6	137167260	137167514	3
chr9	127534192	127535160	chr9	127617949	127619477	13
chr1	27627396	27627989	chr1	27716617	27717066	3
chr15	33313747	33314374	chr15	33424295	33425599	8
chr3	148680433	148680687	chr3	148990752	148991586	3
chr10	75936251	75936561	chr10	75973502	75973851	3
chr1	151808712	151809051	chr1	151825911	151826463	3
chr6	163602220	163602524	chr6	163837633	163838008	4
chr3	22830301	22830387	chr3	196832951	196832987	3
chr13	67066640	67067306	chr13	67263037	67263248	3
chr11	8240774	8240974	chr11	8283780	8283883	3
chr9	125138998	125139326	chr9	125215307	125215868	3
chr12	119552970	119553006	chrX	129243618	129243651	3
chr1	85725122	85725858	chr1	85773706	85774067	3
chr6	3848913	3850338	chr6	3990585	3991640	36
chr10	28581378	28581425	chr2	174030944	174031010	3
chr2	1812221	1812257	chr5	72749357	72749391	3
chr13	99098040	99099058	chr13	99495321	99495543	3
chr6	16713206	16714087	chr6	16725137	16725969	4
chr12	52788729	52789899	chr12	53272975	53274371	12
chr5	59109075	59110911	chr5	59218710	59220684	51
chr16	81437160	81437457	chr16	81730828	81731131	3
chr12	49751926	49754066	chr12	49906712	49909744	72
chr18	61347172	61347655	chr18	61409003	61409456	3
chr4	44450742	44451391	chr4	44496066	44496321	3
chr5	73161819	73161891	chr7	89666988	89667018	3
chr5	94303647	94305591	chr5	94574417	94576004	18
chr11	124961150	124961374	chr11	125011614	125011944	4
chr13	83676610	83676692	chr2	135688293	135688425	3
chr6	10478343	10479434	chr6	10801118	10802314	18
chr5	137558505	137558882	chr5	137687622	137688701	11
chr3	1357557	1357675	chr4	90859520	90859655	3
chr18	13443619	13443682	chr22	50714865	50714902	3
chr12	55095740	55096479	chr12	55466029	55467251	7
chr9	117424260	117425017	chr9	117669231	117670782	7
chr12	49677438	49678400	chr12	49750863	49751219	3
chr3	182841411	182841849	chr3	183101027	183101630	3
chr1	157346388	157347021	chr1	157465647	157466044	3
chr12	39314540	39315429	chr12	39497180	39498873	19
chr12	69684698	69685227	chr12	69964615	69964879	4
chr9	77388308	77389181	chr9	77555462	77555898	4
chr10	86024450	86024880	chr10	86111779	86112398	4
chr8	9688125	9688775	chr8	10130646	10131708	4
chr12	123448644	123448697	chr12	123551883	123552025	3
chr1	203086337	203088117	chr1	203141074	203141877	21
chr17	60780904	60781651	chr17	61483094	61484294	5
chr3	122024759	122026040	chr3	122075304	122076198	9
chr1	173455789	173455832	chr9	12841817	12841879	3
chr17	76246708	76247339	chr17	76310312	76310750	3
chr11	86071379	86072039	chr11	86319410	86319730	3
chr1	64023013	64023497	chr1	64711807	64712399	3
chr10	60008646	60008693	chr16	16029912	16029980	4
chr15	60017168	60017900	chr15	60028063	60029001	4
chr6	90996003	90997091	chr6	91103022	91103368	4
chr10	32542192	32543053	chr10	32634289	32635219	4
chr14	69682793	69682823	chr5	80506886	80507030	3
chr16	69411481	69411532	chr17	6347049	6347118	3
chr3	125301584	125301657	chr9	34664529	34664578	3
chr1	112594551	112594623	chr5	83552387	83552445	3
chr3	51975862	51976937	chr3	52016038	52017877	13
chr18	31702511	31703561	chr18	31901683	31903628	10
chr5	36729197	36730806	chr5	37005974	37006446	9
chr9	134770361	134770491	chr9	134899213	134899268	3
chr15	31732967	31735372	chr15	31780116	31781334	18
chr1	203577579	203577730	chr7	43347497	43347550	3
chr6	151335427	151336299	chr6	151656019	151656473	6
chr14	71606057	71606216	chr14	71633151	71633617	3
chr6	28805976	28806154	chr6	28907274	28908077	3
chr18	60683125	60684482	chr18	61006959	61007618	7
chr11	45427760	45427981	chr11	45792888	45793617	4
chr13	20562466	20562849	chr13	20737568	20737841	3
chr10	80191773	80192691	chr10	80417234	80417532	3
chr2	1795323	1796071	chr2	1820826	1821833	5
chr11	35637792	35638577	chr11	36287247	36287897	6
chr17	72932629	72932978	chr17	72954159	72954445	3
chr12	58935377	58935781	chr12	59543741	59544085	3
chr4	141264839	141265106	chr4	141280871	141281481	3
chr7	22599610	22599953	chr7	22899333	22900621	6
chr3	46530364	46530784	chr3	46583679	46584341	3
chr11	36531303	36532000	chr11	36562575	36562940	5
chr22	20781237	20781298	chr22	21028675	21028742	3
chr2	237538876	237538908	chr2	237819349	237819504	3
chr11	6396095	6396178	chr5	114033211	114033310	3
chr1	209825813	209826357	chr1	209866290	209866831	5
chr10	88159306	88160403	chr10	88345047	88345649	11
chr1	168300425	168300552	chr15	57202491	57202554	3
chr5	149837844	149838721	chr5	149939978	149940823	8
chr13	21066763	21067205	chr13	22053038	22053528	3
chr12	122214144	122214595	chr12	122248950	122249981	3
chr1	224691033	224691822	chr1	224701239	224701675	4
chr16	22217245	22217574	chr16	22275716	22276498	3
chr1	153539977	153541598	chr1	153589399	153590805	9
chr5	74709018	74709087	chrX	19891305	19891408	3
chr5	321631	322133	chr5	435728	436438	4
chr13	87627351	87627654	chr13	87926554	87926725	3
chr20	48995893	48996113	chr20	49006174	49006296	3
chr11	45793050	45793773	chr11	45864729	45864942	3
chr9	124885522	124885768	chr9	125108508	125108995	3
chr5	142974860	142975466	chr5	143204683	143205116	3
chr18	20991815	20992048	chr18	21078813	21079134	4
chr19	47535514	47535741	chr19	47582303	47582763	3
chr10	97050180	97050906	chr10	97122993	97123229	4
chr8	87058776	87060478	chr8	87100612	87101219	11
chr14	85680442	85680593	chr4	30947369	30947466	3
chr7	38935207	38935303	chr7	146331440	146331522	3
chr11	60033165	60033546	chr11	60112986	60113264	3
chr7	37006611	37007935	chr7	37220646	37222169	24
chr3	187347260	187348436	chr3	187396651	187397071	4
chrX	43816938	43819044	chrX	44102650	44103936	68
chr9	98983873	98985459	chr9	99079560	99079956	7
chr1	72762344	72762391	chr1	153581332	153581389	3
chrX	7622811	7623484	chrX	7674107	7674821	3
chr2	215664949	215665094	chr8	60546802	60546854	3
chr1	201790603	201790671	chr4	60671055	60671206	3
chr2	48827157	48827641	chr2	48954163	48954891	4
chr19	10044820	10045102	chr19	10527513	10527688	3
chr19	47455527	47455569	chr5	56340954	56340998	3
chr6	114316095	114316175	chr6	114461050	114461124	3
chr1	180154642	180154757	chr1	180385348	180385567	3
chr2	48009032	48009068	chr6	7648577	7648642	3
chr6	126317054	126317335	chr6	126491974	126492401	3
chr5	149217002	149217541	chr5	149555275	149555470	3
chr1	100930899	100931317	chr1	101334719	101335065	3
chr12	62975606	62976260	chr12	63192904	63193491	12
chr7	81673512	81674417	chr7	81863751	81863983	4
chr1	54344205	54344745	chr1	54414237	54415302	5
chrX	77810896	77811450	chrX	78705761	78706052	3
chr16	81974344	81975017	chr16	82263715	82263889	4
chr11	58936452	58937544	chr11	58975503	58975664	3
chr9	130351707	130352547	chr9	130683749	130684189	9
chr9	77391999	77392269	chr9	77555080	77555950	5
chr12	42246136	42246170	chr12	42963307	42963359	3
chr1	226033161	226034105	chr1	226163568	226164009	3
chr14	59706938	59707023	chr3	58789659	58789767	3
chr1	247134738	247134800	chr2	73035713	73035772	3
chr1	48576132	48577542	chr1	48668801	48669345	6
chr15	41149109	41152092	chr15	41182203	41187813	173
chr3	192530638	192531115	chr3	192757270	192759296	13
chr20	36685412	36686798	chr20	36793512	36793951	9
chr1	35854982	35855019	chr9	140151357	140151418	3
chr20	47948321	47952312	chr20	48122758	48126412	93
chr2	20426175	20426855	chr2	20490818	20491025	3
chr16	67554891	67555800	chr16	67577818	67579316	7
chr18	5979315	5979368	chr18	6346110	6346264	3
chr5	36575597	36575641	chr7	23485262	23485299	3
chr11	69500538	69501002	chr11	69518923	69519591	5
chr5	14363431	14364287	chr5	14727114	14727960	4
chr16	16040012	16040061	chr2	46724125	46724175	3
chr16	52449204	52449354	chr2	36917500	36917558	3
chr1	14160818	14160894	chr7	114248537	114248628	3
chr12	26272555	26272826	chr12	26804616	26804791	3
chr6	31647892	31648875	chr6	31763094	31763878	4
chr6	5057118	5057818	chr6	5402427	5403082	7
chr2	203661744	203661886	chr3	51104468	51104565	3
chr1	196427026	196427065	chr6	24342331	24342407	3
chr3	12951091	12951122	chr3	12972965	12973047	3
chr1	109631721	109632414	chr1	109642536	109642927	3
chr11	15122466	15123248	chr11	15229724	15231694	18
chr20	39331917	39331999	chr9	110661365	110661414	3
chr7	23397033	23397753	chr7	23584079	23584566	4
chr3	82693108	82693445	chr3	83572815	83573270	3
chr13	76140507	76140981	chr13	77047666	77047968	3
chr13	63695924	63696024	chr13	64207558	64207641	4
chr22	46402193	46403077	chr22	46432431	46433167	8
chr18	67839532	67839949	chr18	68121390	68122343	10
chr10	105650003	105650354	chr10	105678328	105678503	3
chr5	13988130	13988439	chr5	14326293	14326598	3
chr1	63392157	63392635	chr1	64003723	64003847	3
chr5	50676553	50677063	chr5	50711955	50713012	9
chr6	20092296	20092854	chr6	20528575	20528913	6
chr10	76859112	76860387	chr10	76995406	76996425	10
chr17	42312456	42312521	chr4	103175711	103175953	3
chr11	63683826	63684455	chr11	63712846	63713579	3
chr13	34134987	34135032	chr9	101108662	101108750	3
chr2	34480748	34481002	chr7	101457285	101457379	3
chr1	106064575	106064691	chr9	123832584	123832694	3
chr12	1807735	1808321	chr12	1900221	1900710	6
chr17	7646022	7647055	chr17	7728052	7728701	3
chr3	155868302	155869796	chr3	156258422	156259164	9
chr1	200504808	200504997	chr1	200807104	200807946	4
chr1	154909039	154909789	chr1	154990092	154990409	5
chr3	15671167	15672313	chr3	15853327	15854481	24
chr10	61001290	61001644	chr10	61382134	61382503	3
chrX	9890614	9891755	chrX	10087589	10087905	4
chr3	18889152	18889438	chr3	19908287	19908498	4
chr2	25534056	25534545	chr2	25744930	25745230	3
chr11	90021291	90021760	chr11	90167859	90168492	5
chr8	143718339	143718402	chr8	144130081	144130232	4
chr6	2848731	2848985	chr6	2932284	2932850	3
chr12	67749457	67750348	chr12	67809362	67809624	4
chr8	121820767	121821392	chr8	121951190	121951566	11
chr20	31489811	31491050	chr20	31682704	31684797	35
chr16	27380331	27380381	chr22	18323353	18323383	3
chr2	88705811	88705869	chr5	89612579	89612704	3
chr12	56512476	56513721	chr12	56617552	56618727	17
chr6	593307	593907	chr6	913124	913619	3
chr9	139379510	139379734	chr9	139519159	139519706	4
chr17	19896116	19896801	chr17	19998576	19999426	5
chr20	49242356	49243028	chr20	49330115	49330696	6
chr10	107926394	107926447	chr15	73056271	73056386	3
chr2	30431029	30432070	chr2	30929496	30930840	16
chr17	55952911	55953274	chr17	55969908	55970083	4
chr1	6648317	6649272	chr1	6694750	6694935	3
chr19	57259383	57260104	chr19	57610194	57610853	3
chr17	7840708	7840741	chr8	21158132	21158299	3
chr1	156060279	156061604	chr1	156194593	156195479	13
chr17	27077019	27077525	chr17	27090541	27091053	5
chr8	24051945	24052703	chr8	24086576	24087519	8
chr18	740844	742296	chr18	830163	832508	30
chr2	25829529	25830222	chr2	25937653	25938227	6
chrX	154215535	154216028	chrX	154408011	154408126	3
chr14	21572533	21572897	chr14	21604209	21604461	3
chr10	75608266	75609208	chr10	75700130	75700689	7
chr20	7674008	7674072	chr6	25770008	25770059	3
chr6	52747034	52747632	chr6	52859699	52860288	13
chr1	9058891	9058941	chr11	67381658	67381701	3
chr15	58362921	58363959	chr15	58474726	58475118	4
chr8	76638494	76638557	chrX	117672888	117672940	3
chr11	91569935	91570015	chr9	123746052	123746092	4
chrX	99926020	99926818	chrX	99940591	99941105	9
chr14	45686467	45686555	chrX	6335811	6335877	3
chr3	98320734	98321483	chr3	98531510	98532324	11
chr7	86556038	86556939	chr7	86777291	86777979	11
chrX	38523587	38524022	chrX	39009034	39009428	5
chr4	147838442	147838480	chr9	135045373	135045420	3
chr12	8085511	8086023	chr12	8198087	8198900	3
chr12	122331208	122331312	chr2	9893482	9893616	4
chr7	130791151	130791231	chr7	130857567	130857615	3
chr12	54767422	54767534	chr12	54776121	54776307	3
chrX	48803042	48803705	chrX	48900940	48901787	5
chr10	27734679	27735496	chr10	27945397	27946051	5
chr15	75503839	75503877	chr15	75976584	75976678	3
chr6	41902267	41903186	chr6	42012012	42012423	4
chr1	9687054	9687406	chr1	9779110	9779807	6
chr19	47799465	47800359	chr19	47927837	47928534	5
